FUND_CODE,ACCRUAL_DATE,MGMT_FEE_ACCRUED,ADMIN_FEE_ACCRUED,OTHER_EXPENSE
CIF-GLB-EQ-02,2025-06-06,28181.68,3357.82,3354.2
CIF-GLB-EQ-02,2025-06-09,28312.04,3373.35,3147.08
CIF-GLB-EQ-02,2025-06-10,28382.73,3381.77,3533.75
CIF-GLB-EQ-02,2025-06-11,27361.88,3260.14,2953.05
CIF-GLB-EQ-02,2025-06-12,27215.92,3242.75,2939.6
CIF-GLB-EQ-02,2025-06-13,27127.89,3232.26,3119.15
CIF-GLB-EQ-02,2025-06-16,27161.95,3236.32,3283.51
CIF-GLB-EQ-02,2025-06-17,27188.08,3239.43,2789.91
CIF-GLB-EQ-02,2025-06-18,27362.93,3260.26,3006.71
CIF-GLB-EQ-02,2025-06-19,27524.22,3279.48,3372.6
CIF-GLB-EQ-02,2025-06-20,27512.13,3278.04,3509.89
CIF-GLB-EQ-02,2025-06-23,27489.21,3275.31,2823.06
CIF-GLB-EQ-02,2025-06-24,27490.45,3275.46,3488.03
CIF-GLB-EQ-02,2025-06-25,27424.89,3267.65,2825.66
CIF-GLB-EQ-02,2025-06-26,27474.05,3273.5,3056.24
CIF-GLB-EQ-02,2025-06-27,27602.48,3288.81,3713.58
CIF-GLB-EQ-02,2025-06-30,27531.4,3280.34,3023.21
CIF-GLB-EQ-02,2025-07-01,27676.4,3297.61,3236.31
CIF-GLB-EQ-02,2025-07-02,27563.26,3284.13,3791.72
CIF-GLB-EQ-02,2025-07-03,27680.73,3298.13,3203.58
CIF-GLB-EQ-02,2025-07-04,27677.85,3297.79,2833.93
CIF-GLB-EQ-02,2025-07-07,27730.76,3304.09,3487.65
CIF-GLB-EQ-02,2025-07-08,27637.48,3292.98,3415.68
CIF-GLB-EQ-02,2025-07-09,27463.72,3272.27,3421.44
CIF-GLB-EQ-02,2025-07-10,27542.98,3281.72,3325.81
CIF-GLB-EQ-02,2025-07-11,27503.85,3277.05,3702.44
CIF-GLB-EQ-02,2025-07-14,27403.67,3265.12,3222.32
CIF-GLB-EQ-02,2025-07-15,27317.91,3254.9,3266.02
CIF-GLB-EQ-02,2025-07-16,27385.86,3263.0,3092.26
CIF-GLB-EQ-02,2025-07-17,27456.48,3271.41,3433.8
CIF-GLB-EQ-02,2025-07-18,26286.06,3131.96,3157.5
CIF-GLB-EQ-02,2025-07-21,26218.55,3123.91,3480.02
CIF-GLB-EQ-02,2025-07-22,26216.23,3123.64,2721.87
CIF-GLB-EQ-02,2025-07-23,26217.42,3123.78,2740.7
CIF-GLB-EQ-02,2025-07-24,26088.18,3108.38,3164.51
CIF-GLB-EQ-02,2025-07-25,25952.09,3092.16,3268.69
CIF-GLB-EQ-02,2025-07-28,25900.74,3086.05,3344.51
CIF-GLB-EQ-02,2025-07-29,26095.77,3109.28,3234.32
CIF-GLB-EQ-02,2025-07-30,25984.98,3096.08,2939.22
CIF-GLB-EQ-02,2025-07-31,25884.28,3084.08,3173.52
CIF-GLB-EQ-02,2025-08-01,25783.89,3072.12,3428.52
CIF-GLB-EQ-02,2025-08-04,25732.29,3065.98,2879.24
CIF-GLB-EQ-02,2025-08-05,25755.67,3068.76,3529.83
CIF-GLB-EQ-02,2025-08-06,25705.54,3062.79,2845.04
CIF-GLB-EQ-02,2025-08-07,25946.92,3091.55,2994.96
CIF-GLB-EQ-02,2025-08-08,25939.28,3090.64,2749.24
CIF-GLB-EQ-02,2025-08-11,26118.86,3112.03,3487.22
CIF-GLB-EQ-02,2025-08-12,26179.88,3119.3,2848.67
CIF-GLB-EQ-02,2025-08-13,26173.95,3118.6,2757.1
CIF-GLB-EQ-02,2025-08-14,26183.53,3119.74,3449.84
CIF-GLB-EQ-02,2025-08-15,27320.84,3255.25,2869.8
CIF-GLB-EQ-02,2025-08-18,27352.39,3259.01,3738.76
CIF-GLB-EQ-02,2025-08-19,27334.89,3256.92,3480.69
CIF-GLB-EQ-02,2025-08-20,27179.8,3238.44,3465.79
CIF-GLB-EQ-02,2025-08-21,26863.46,3200.75,3649.99
CIF-GLB-EQ-02,2025-08-22,27033.26,3220.98,3188.0
CIF-GLB-EQ-02,2025-08-25,26966.11,3212.98,3058.96
CIF-GLB-EQ-02,2025-08-26,26937.71,3209.6,3138.82
CIF-GLB-EQ-02,2025-08-27,26951.92,3211.29,2883.82
CIF-GLB-EQ-02,2025-08-28,26954.06,3211.55,3036.35
CIF-GLB-EQ-02,2025-08-29,27042.07,3222.03,3014.68
CIF-GLB-EQ-02,2025-09-01,27270.15,3249.21,3291.4
CIF-GLB-EQ-02,2025-09-02,27157.8,3235.82,2887.31
CIF-GLB-EQ-02,2025-09-03,27171.35,3237.44,3357.2
CIF-GLB-EQ-02,2025-09-04,27120.39,3231.37,2906.61
CIF-GLB-EQ-02,2025-09-05,27084.7,3227.11,3215.53
CIF-GLB-EQ-02,2025-09-08,27228.62,3244.26,2779.23
CIF-GLB-EQ-02,2025-09-09,27098.19,3228.72,3437.43
CIF-GLB-EQ-02,2025-09-10,27215.95,3242.75,3699.6
CIF-GLB-EQ-02,2025-09-11,27279.46,3250.32,3565.68
CIF-GLB-EQ-02,2025-09-12,27237.43,3245.31,2984.08
CIF-GLB-EQ-02,2025-09-15,27370.51,3261.17,3027.51
CIF-GLB-EQ-02,2025-09-16,27096.16,3228.48,3700.26
CIF-GLB-EQ-02,2025-09-17,27176.95,3238.11,3152.95
CIF-GLB-EQ-02,2025-09-18,27145.81,3234.39,2795.72
CIF-GLB-EQ-02,2025-09-19,26938.34,3209.67,3625.35
CIF-GLB-EQ-02,2025-09-22,26941.68,3210.07,3708.16
CIF-GLB-EQ-02,2025-09-23,27045.37,3222.43,2797.87
CIF-GLB-EQ-02,2025-09-24,27085.99,3227.27,2902.36
CIF-GLB-EQ-02,2025-09-25,27248.66,3246.65,3085.76
CIF-GLB-EQ-02,2025-09-26,27122.11,3231.57,3176.47
CIF-GLB-EQ-02,2025-09-29,27057.06,3223.82,3421.19
CIF-GLB-EQ-02,2025-09-30,27103.87,3229.4,3524.42
CIF-GLB-EQ-02,2025-10-01,27062.68,3224.49,2763.27
CIF-GLB-EQ-02,2025-10-02,27150.37,3234.94,3243.18
CIF-GLB-EQ-02,2025-10-03,27059.43,3224.1,3409.63
CIF-GLB-EQ-02,2025-10-06,27068.42,3225.17,3640.38
CIF-GLB-EQ-02,2025-10-07,27072.25,3225.63,3121.01
CIF-GLB-EQ-02,2025-10-08,27052.44,3223.27,2895.83
CIF-GLB-EQ-02,2025-10-09,27138.74,3233.55,3093.94
CIF-GLB-EQ-02,2025-10-10,27246.97,3246.45,3106.25
CIF-GLB-EQ-02,2025-10-13,27376.71,3261.91,2994.49
CIF-GLB-EQ-02,2025-10-14,27463.6,3272.26,3258.09
CIF-GLB-EQ-02,2025-10-15,30202.75,3598.63,3883.63
CIF-GLB-EQ-02,2025-10-16,30111.88,3587.8,4064.14
CIF-GLB-EQ-02,2025-10-17,30079.51,3583.94,3271.79
CIF-GLB-EQ-02,2025-10-20,30295.59,3609.69,4141.2
CIF-GLB-EQ-02,2025-10-21,30225.71,3601.36,3833.18
CIF-GLB-EQ-02,2025-10-22,30216.67,3600.28,3267.8
CIF-GLB-EQ-02,2025-10-23,30216.84,3600.3,3429.82
CIF-GLB-EQ-02,2025-10-24,30189.31,3597.02,3405.41
CIF-GLB-EQ-02,2025-10-27,30073.14,3583.18,3914.66
CIF-GLB-EQ-02,2025-10-28,30181.03,3596.04,3141.89
CIF-GLB-EQ-02,2025-10-29,30117.33,3588.45,3328.22
CIF-GLB-EQ-02,2025-10-30,30240.4,3603.11,3869.01
CIF-GLB-EQ-02,2025-10-31,30288.21,3608.81,3688.03
CIF-GLB-EQ-02,2025-11-03,30261.34,3605.61,3826.47
CIF-GLB-EQ-02,2025-11-04,30297.04,3609.86,4171.26
CIF-GLB-EQ-02,2025-11-05,30313.46,3611.82,3380.05
CIF-GLB-EQ-02,2025-11-06,30285.1,3608.44,3744.61
CIF-GLB-EQ-02,2025-11-07,30381.29,3619.9,3805.98
CIF-GLB-EQ-02,2025-11-10,30092.74,3585.52,3085.0
CIF-GLB-EQ-02,2025-11-11,29975.15,3571.51,3873.31
CIF-GLB-EQ-02,2025-11-12,30082.69,3584.32,3281.26
CIF-GLB-EQ-02,2025-11-13,30061.03,3581.74,3567.41
CIF-GLB-EQ-02,2025-11-14,30124.79,3589.34,3810.89
CIF-GLB-EQ-02,2025-11-17,30102.24,3586.65,4006.76
CIF-GLB-EQ-02,2025-11-18,30222.95,3601.03,3122.13
CIF-GLB-EQ-02,2025-11-19,30394.89,3621.52,3115.7
CIF-GLB-EQ-02,2025-11-20,30543.68,3639.25,3221.12
CIF-GLB-EQ-02,2025-11-21,30368.1,3618.33,3694.91
CIF-GLB-EQ-02,2025-11-24,30218.24,3600.47,3411.57
CIF-GLB-EQ-02,2025-11-25,30150.7,3592.42,3104.5
CIF-GLB-EQ-02,2025-11-26,30141.43,3591.32,3160.76
CIF-GLB-EQ-02,2025-11-27,30030.86,3578.14,3815.24
CIF-GLB-EQ-02,2025-11-28,30089.62,3585.15,3472.6
CIF-GLB-EQ-02,2025-12-01,29977.69,3571.81,3444.04
CIF-GLB-EQ-02,2025-12-02,29982.38,3572.37,3400.02
CIF-GLB-EQ-02,2025-12-03,30055.07,3581.03,3250.61
CIF-GLB-EQ-02,2025-12-04,30049.44,3580.36,3406.44
CIF-GLB-EQ-02,2025-12-05,29734.67,3542.85,3542.18
CIF-GLB-EQ-02,2025-12-08,29916.33,3564.5,3164.31
CIF-GLB-EQ-02,2025-12-09,30091.0,3585.31,3492.54
CIF-GLB-EQ-02,2025-12-10,30315.81,3612.1,3214.13
CIF-GLB-EQ-02,2025-12-11,30433.47,3626.12,3480.35
CIF-GLB-EQ-02,2025-12-12,30361.76,3617.57,3886.98
CIF-GLB-EQ-02,2025-12-15,30343.5,3615.4,3281.47
CIF-GLB-EQ-02,2025-12-16,30431.34,3625.86,3466.59
CIF-GLB-EQ-02,2025-12-17,30552.14,3640.26,3165.6
CIF-GLB-EQ-02,2025-12-18,30558.3,3640.99,3270.18
CIF-GLB-EQ-02,2025-12-19,30641.76,3650.93,4138.36
CIF-GLB-EQ-02,2025-12-22,30655.86,3652.61,3902.04
CIF-GLB-EQ-02,2025-12-23,30674.18,3654.8,3671.24
CIF-GLB-EQ-02,2025-12-24,30834.57,3673.91,3909.94
CIF-GLB-EQ-02,2025-12-25,30756.22,3664.57,4030.12
CIF-GLB-EQ-02,2025-12-26,30661.81,3653.32,3951.95
CIF-GLB-EQ-02,2025-12-29,30814.67,3671.53,3341.26
CIF-GLB-EQ-02,2025-12-30,30636.81,3650.34,3313.63
CIF-GLB-EQ-02,2025-12-31,30527.86,3637.36,3646.6
CIF-BAL-60-03,2024-12-24,59791.67,7291.67,6871.33
CIF-BAL-60-03,2024-12-25,59987.75,7315.58,6999.11
CIF-BAL-60-03,2024-12-26,59489.21,7254.78,7489.92
CIF-BAL-60-03,2024-12-27,59412.3,7245.4,6466.41
CIF-BAL-60-03,2024-12-30,59232.8,7223.51,5916.77
CIF-BAL-60-03,2024-12-31,59183.29,7217.47,6358.1
CIF-BAL-60-03,2025-01-01,59153.41,7213.83,7627.86
CIF-BAL-60-03,2025-01-02,59247.88,7225.35,6584.42
CIF-BAL-60-03,2025-01-03,59176.32,7216.62,6677.54
CIF-BAL-60-03,2025-01-06,58876.35,7180.04,5992.7
CIF-BAL-60-03,2025-01-07,58917.34,7185.04,7411.35
CIF-BAL-60-03,2025-01-08,58836.69,7175.21,5787.1
CIF-BAL-60-03,2025-01-09,58947.17,7188.68,6885.19
CIF-BAL-60-03,2025-01-10,58657.95,7153.41,6246.36
CIF-BAL-60-03,2025-01-13,58351.79,7116.07,6498.14
CIF-BAL-60-03,2025-01-14,58549.68,7140.21,6153.39
CIF-BAL-60-03,2025-01-15,58533.72,7138.26,6438.47
CIF-BAL-60-03,2025-01-16,58752.04,7164.88,6761.49
CIF-BAL-60-03,2025-01-17,58971.08,7191.6,7183.38
CIF-BAL-60-03,2025-01-20,58840.45,7175.66,7541.76
CIF-BAL-60-03,2025-01-21,58989.08,7193.79,6954.4
CIF-BAL-60-03,2025-01-22,58756.35,7165.41,7248.19
CIF-BAL-60-03,2025-01-23,58931.99,7186.83,5727.65
CIF-BAL-60-03,2025-01-24,58761.87,7166.08,5699.68
CIF-BAL-60-03,2025-01-27,58641.49,7151.4,7481.9
CIF-BAL-60-03,2025-01-28,58633.72,7150.45,6169.41
CIF-BAL-60-03,2025-01-29,58891.05,7181.84,7350.88
CIF-BAL-60-03,2025-01-30,58691.87,7157.54,6907.21
CIF-BAL-60-03,2025-01-31,58576.96,7143.53,6950.44
CIF-BAL-60-03,2025-02-03,58355.2,7116.49,7427.46
CIF-BAL-60-03,2025-02-04,58603.1,7146.72,6821.72
CIF-BAL-60-03,2025-02-05,58670.76,7154.97,7237.96
CIF-BAL-60-03,2025-02-06,58823.07,7173.55,5673.33
CIF-BAL-60-03,2025-02-07,58944.05,7188.3,7032.93
CIF-BAL-60-03,2025-02-10,58943.23,7188.2,6256.95
CIF-BAL-60-03,2025-02-11,58963.81,7190.71,6586.72
CIF-BAL-60-03,2025-02-12,58932.53,7186.89,5923.41
CIF-BAL-60-03,2025-02-13,64674.18,7887.1,6803.44
CIF-BAL-60-03,2025-02-14,64867.52,7910.67,8210.42
CIF-BAL-60-03,2025-02-17,65367.75,7971.68,7650.65
CIF-BAL-60-03,2025-02-18,65186.74,7949.6,7206.98
CIF-BAL-60-03,2025-02-19,65298.46,7963.23,6974.78
CIF-BAL-60-03,2025-02-20,65575.56,7997.02,7225.51
CIF-BAL-60-03,2025-02-21,65542.58,7993.0,7887.97
CIF-BAL-60-03,2025-02-24,65888.67,8035.2,8559.52
CIF-BAL-60-03,2025-02-25,66085.39,8059.19,6667.03
CIF-BAL-60-03,2025-02-26,65953.39,8043.1,8559.0
CIF-BAL-60-03,2025-02-27,65829.74,8028.02,7871.29
CIF-BAL-60-03,2025-02-28,65797.1,8024.04,7261.67
CIF-BAL-60-03,2025-03-03,65768.18,8020.51,6466.96
CIF-BAL-60-03,2025-03-04,65855.79,8031.19,6937.79
CIF-BAL-60-03,2025-03-05,65979.08,8046.23,8565.21
CIF-BAL-60-03,2025-03-06,66204.93,8073.77,7077.33
CIF-BAL-60-03,2025-03-07,66187.02,8071.59,6976.64
CIF-BAL-60-03,2025-03-10,66298.59,8085.19,7148.19
CIF-BAL-60-03,2025-03-11,66369.86,8093.89,8578.57
CIF-BAL-60-03,2025-03-12,65979.05,8046.23,6518.49
CIF-BAL-60-03,2025-03-13,66073.5,8057.74,7346.59
CIF-BAL-60-03,2025-03-14,65796.34,8023.94,8189.45
CIF-BAL-60-03,2025-03-17,65707.66,8013.13,6917.1
CIF-BAL-60-03,2025-03-18,65921.35,8039.19,8542.26
CIF-BAL-60-03,2025-03-19,66141.84,8066.08,7109.32
CIF-BAL-60-03,2025-03-20,66034.15,8052.95,8463.46
CIF-BAL-60-03,2025-03-21,58895.19,7182.34,7671.62
CIF-BAL-60-03,2025-03-24,59057.68,7202.16,7546.24
CIF-BAL-60-03,2025-03-25,59211.53,7220.92,6158.89
CIF-BAL-60-03,2025-03-26,59459.02,7251.1,6208.86
CIF-BAL-60-03,2025-03-27,59724.02,7283.42,7697.61
CIF-BAL-60-03,2025-03-28,59626.14,7271.48,6796.27
CIF-BAL-60-03,2025-03-31,59255.89,7226.33,6977.5
CIF-BAL-60-03,2025-04-01,59336.2,7236.12,7599.63
CIF-BAL-60-03,2025-04-02,59321.14,7234.28,6536.7
CIF-BAL-60-03,2025-04-03,59282.74,7229.6,6283.11
CIF-BAL-60-03,2025-04-04,59493.55,7255.31,5900.04
CIF-BAL-60-03,2025-04-07,59864.3,7300.52,6412.5
CIF-BAL-60-03,2025-04-08,60368.43,7362.0,6554.55
CIF-BAL-60-03,2025-04-09,60371.73,7362.41,6932.36
CIF-BAL-60-03,2025-04-10,60250.27,7347.59,6447.47
CIF-BAL-60-03,2025-04-11,60332.64,7357.64,7145.68
CIF-BAL-60-03,2025-04-14,60297.55,7353.36,7273.34
CIF-BAL-60-03,2025-04-15,60302.1,7353.91,6123.94
CIF-BAL-60-03,2025-04-16,60244.16,7346.85,6372.06
CIF-BAL-60-03,2025-04-17,60577.12,7387.45,7467.17
CIF-BAL-60-03,2025-04-18,60595.58,7389.7,6929.52
CIF-BAL-60-03,2025-04-21,60636.87,7394.74,7348.05
CIF-BAL-60-03,2025-04-22,60697.73,7402.16,7478.92
CIF-BAL-60-03,2025-04-23,60811.43,7416.03,7141.68
CIF-BAL-60-03,2025-04-24,60802.77,7414.97,6100.4
CIF-BAL-60-03,2025-04-25,60643.53,7395.55,7745.93
CIF-BAL-60-03,2025-04-28,60238.99,7346.22,7204.46
CIF-BAL-60-03,2025-04-29,60087.56,7327.75,6364.98
CIF-BAL-60-03,2025-04-30,60498.7,7377.89,6903.21
CIF-BAL-60-03,2025-05-01,60433.83,7369.98,6240.36
CIF-BAL-60-03,2025-05-02,60197.96,7341.21,6320.51
CIF-BAL-60-03,2025-05-05,60259.92,7348.77,7282.84
CIF-BAL-60-03,2025-05-06,60305.45,7354.32,7709.54
CIF-BAL-60-03,2025-05-07,60219.26,7343.81,7139.47
CIF-BAL-60-03,2025-05-08,60366.71,7361.79,6153.28
CIF-BAL-60-03,2025-05-09,59950.83,7311.08,7079.87
CIF-BAL-60-03,2025-05-12,60051.74,7323.38,6336.56
CIF-BAL-60-03,2025-05-13,60076.44,7326.39,7245.67
CIF-BAL-60-03,2025-05-14,59854.77,7299.36,6530.96
CIF-BAL-60-03,2025-05-15,60081.47,7327.01,7754.34
CIF-BAL-60-03,2025-05-16,59846.66,7298.37,6138.56
CIF-BAL-60-03,2025-05-19,59694.84,7279.86,7442.28
CIF-BAL-60-03,2025-05-20,59772.47,7289.33,6576.0
CIF-BAL-60-03,2025-05-21,59965.7,7312.89,7177.56
CIF-BAL-60-03,2025-05-22,60247.51,7347.26,6478.57
CIF-BAL-60-03,2025-05-23,60268.21,7349.78,7021.76
CIF-BAL-60-03,2025-05-26,60459.02,7373.05,6514.08
CIF-BAL-60-03,2025-05-27,60600.25,7390.27,6374.17
CIF-BAL-60-03,2025-05-28,60712.03,7403.91,7115.76
CIF-BAL-60-03,2025-05-29,60672.86,7399.13,6430.88
CIF-BAL-60-03,2025-05-30,60486.47,7376.4,6299.48
CIF-BAL-60-03,2025-06-02,60306.48,7354.45,7319.83
CIF-BAL-60-03,2025-06-03,60220.63,7343.98,6130.94
CIF-BAL-60-03,2025-06-04,60536.35,7382.48,6851.35
CIF-BAL-60-03,2025-06-05,60442.34,7371.02,6209.9
CIF-BAL-60-03,2025-06-06,60396.19,7365.39,6169.11
CIF-BAL-60-03,2025-06-09,60243.89,7346.82,7151.47
CIF-BAL-60-03,2025-06-10,60330.96,7357.43,6468.38
CIF-BAL-60-03,2025-06-11,60298.88,7353.52,6097.56
CIF-BAL-60-03,2025-06-12,60052.09,7323.43,7447.69
CIF-BAL-60-03,2025-06-13,59635.68,7272.64,6987.32
CIF-BAL-60-03,2025-06-16,59507.23,7256.98,5880.58
CIF-BAL-60-03,2025-06-17,59736.58,7284.95,5896.65
CIF-BAL-60-03,2025-06-18,59911.22,7306.25,5786.87
CIF-BAL-60-03,2025-06-19,59865.0,7300.61,7413.73
CIF-BAL-60-03,2025-06-20,59763.15,7288.19,7146.11
CIF-BAL-60-03,2025-06-23,59449.0,7249.88,5731.68
CIF-BAL-60-03,2025-06-24,59466.92,7252.06,5885.85
CIF-BAL-60-03,2025-06-25,59561.99,7263.66,6746.25
CIF-BAL-60-03,2025-06-26,59595.46,7267.74,6260.4
CIF-BAL-60-03,2025-06-27,59698.63,7280.32,6335.4
CIF-BAL-60-03,2025-06-30,59091.5,7206.28,6074.18
CIF-BAL-60-03,2025-07-01,59175.07,7216.47,6793.6
CIF-BAL-60-03,2025-07-02,58976.74,7192.29,6865.94
CIF-BAL-60-03,2025-07-03,59071.6,7203.85,6725.87
CIF-BAL-60-03,2025-07-04,59162.55,7214.95,6401.45
CIF-BAL-60-03,2025-07-07,58680.87,7156.2,6213.41
CIF-BAL-60-03,2025-07-08,58563.16,7141.85,7389.68
CIF-BAL-60-03,2025-07-09,58563.27,7141.86,6347.12
CIF-BAL-60-03,2025-07-10,58509.11,7135.26,5746.92
CIF-BAL-60-03,2025-07-11,58205.6,7098.24,7167.01
CIF-BAL-60-03,2025-07-14,58218.8,7099.85,7166.45
CIF-BAL-60-03,2025-07-15,64195.2,7828.68,6415.25
CIF-BAL-60-03,2025-07-16,64256.84,7836.2,6775.65
CIF-BAL-60-03,2025-07-17,63917.51,7794.82,6295.3
CIF-BAL-60-03,2025-07-18,64108.4,7818.1,6714.62
CIF-BAL-60-03,2025-07-21,64239.55,7834.09,7235.45
CIF-BAL-60-03,2025-07-22,64146.96,7822.8,7011.36
CIF-BAL-60-03,2025-07-23,64212.31,7830.77,7879.41
CIF-BAL-60-03,2025-07-24,64125.33,7820.16,6719.05
CIF-BAL-60-03,2025-07-25,63961.06,7800.13,7067.58
CIF-BAL-60-03,2025-07-28,64067.72,7813.14,8348.12
CIF-BAL-60-03,2025-07-29,64241.59,7834.34,8107.75
CIF-BAL-60-03,2025-07-30,64429.86,7857.3,7664.55
CIF-BAL-60-03,2025-07-31,64599.0,7877.93,7087.44
CIF-BAL-60-03,2025-08-01,64639.16,7882.82,6631.13
CIF-BAL-60-03,2025-08-04,64469.03,7862.08,7909.08
CIF-BAL-60-03,2025-08-05,64353.39,7847.97,7960.62
CIF-BAL-60-03,2025-08-06,64475.35,7862.85,6897.51
CIF-BAL-60-03,2025-08-07,64636.83,7882.54,7849.28
CIF-BAL-60-03,2025-08-08,64595.59,7877.51,7242.08
CIF-BAL-60-03,2025-08-11,64564.78,7873.75,6406.46
CIF-BAL-60-03,2025-08-12,64848.94,7908.41,8086.37
CIF-BAL-60-03,2025-08-13,64974.87,7923.76,7339.6
CIF-BAL-60-03,2025-08-14,64882.56,7912.51,6735.38
CIF-BAL-60-03,2025-08-15,65162.98,7946.7,8117.87
CIF-BAL-60-03,2025-08-18,65029.91,7930.48,6531.82
CIF-BAL-60-03,2025-08-19,64707.92,7891.21,7945.94
CIF-BAL-60-03,2025-08-20,64967.13,7922.82,8439.1
CIF-BAL-60-03,2025-08-21,64751.93,7896.58,7314.15
CIF-BAL-60-03,2025-08-22,64768.91,7898.65,7320.29
CIF-BAL-60-03,2025-08-25,64655.78,7884.85,7152.58
CIF-BAL-60-03,2025-08-26,64713.94,7891.94,7569.63
CIF-BAL-60-03,2025-08-27,64921.06,7917.2,6989.07
CIF-BAL-60-03,2025-08-28,65034.12,7930.99,7679.59
CIF-BAL-60-03,2025-08-29,65252.41,7957.61,7060.85
CIF-BAL-60-03,2025-09-01,64992.62,7925.93,8158.23
CIF-BAL-60-03,2025-09-02,64708.57,7891.29,7625.77
CIF-BAL-60-03,2025-09-03,64880.35,7912.24,8454.21
CIF-BAL-60-03,2025-09-04,64869.55,7910.92,8297.79
CIF-BAL-60-03,2025-09-05,64878.46,7912.01,6412.43
CIF-BAL-60-03,2025-09-08,64873.52,7911.4,6806.05
CIF-BAL-60-03,2025-09-09,64870.49,7911.04,8435.98
CIF-BAL-60-03,2025-09-10,65165.98,7947.07,8067.2
CIF-BAL-60-03,2025-09-11,65106.1,7939.77,7938.96
CIF-BAL-60-03,2025-09-12,64944.23,7920.03,6505.8
CIF-BAL-60-03,2025-09-15,64958.7,7921.79,8461.17
CIF-BAL-60-03,2025-09-16,64837.36,7907.0,7911.93
CIF-BAL-60-03,2025-09-17,64801.28,7902.6,8306.71
CIF-BAL-60-03,2025-09-18,64612.53,7879.58,6350.34
CIF-BAL-60-03,2025-09-19,64301.78,7841.68,6619.67
CIF-BAL-60-03,2025-09-22,63909.11,7793.79,7252.86
CIF-BAL-60-03,2025-09-23,64040.54,7809.82,6939.87
CIF-BAL-60-03,2025-09-24,63743.2,7773.56,8126.66
CIF-BAL-60-03,2025-09-25,64179.46,7826.76,7361.85
CIF-BAL-60-03,2025-09-26,63942.1,7797.82,6720.78
CIF-BAL-60-03,2025-09-29,63530.14,7747.58,7875.15
CIF-BAL-60-03,2025-09-30,63224.56,7710.31,6941.92
CIF-BAL-60-03,2025-10-01,63266.4,7715.41,7855.69
CIF-BAL-60-03,2025-10-02,63565.86,7751.93,7647.61
CIF-BAL-60-03,2025-10-03,63387.19,7730.14,6291.7
CIF-BAL-60-03,2025-10-06,63440.49,7736.64,7087.11
CIF-BAL-60-03,2025-10-07,63355.08,7726.23,6161.41
CIF-BAL-60-03,2025-10-08,63422.23,7734.42,7429.38
CIF-BAL-60-03,2025-10-09,63468.81,7740.1,7784.95
CIF-BAL-60-03,2025-10-10,63332.34,7723.46,6177.15
CIF-BAL-60-03,2025-10-13,63489.82,7742.66,7447.63
CIF-BAL-60-03,2025-10-14,63593.38,7755.29,6831.0
CIF-BAL-60-03,2025-10-15,63973.41,7801.64,7222.42
CIF-BAL-60-03,2025-10-16,64050.53,7811.04,7595.96
CIF-BAL-60-03,2025-10-17,64048.44,7810.79,6748.4
CIF-BAL-60-03,2025-10-20,64332.99,7845.49,6297.79
CIF-BAL-60-03,2025-10-21,61312.8,7477.17,6236.65
CIF-BAL-60-03,2025-10-22,61211.33,7464.8,7660.46
CIF-BAL-60-03,2025-10-23,61360.0,7482.93,6210.89
CIF-BAL-60-03,2025-10-24,61314.78,7477.41,6574.65
CIF-BAL-60-03,2025-10-27,61399.28,7487.72,6158.01
CIF-BAL-60-03,2025-10-28,61346.0,7481.22,7090.72
CIF-BAL-60-03,2025-10-29,61470.77,7496.43,7859.62
CIF-BAL-60-03,2025-10-30,61310.91,7476.94,7713.14
CIF-BAL-60-03,2025-10-31,61337.98,7480.24,6605.49
CIF-BAL-60-03,2025-11-03,61326.67,7478.86,5993.01
CIF-BAL-60-03,2025-11-04,61557.34,7506.99,6569.69
CIF-BAL-60-03,2025-11-05,61655.94,7519.02,7255.96
CIF-BAL-60-03,2025-11-06,61814.66,7538.37,7722.72
CIF-BAL-60-03,2025-11-07,61810.4,7537.85,6477.36
CIF-BAL-60-03,2025-11-10,61819.36,7538.95,7588.62
CIF-BAL-60-03,2025-11-11,61550.23,7506.13,6399.77
CIF-BAL-60-03,2025-11-12,61851.49,7542.87,7833.39
CIF-BAL-60-03,2025-11-13,56682.84,6912.54,5814.41
CIF-BAL-60-03,2025-11-14,56792.33,6925.89,6788.5
CIF-BAL-60-03,2025-11-17,56401.6,6878.24,6142.72
CIF-BAL-60-03,2025-11-18,56347.85,6871.69,6063.82
CIF-BAL-60-03,2025-11-19,56493.15,6889.41,6937.3
CIF-BAL-60-03,2025-11-20,56369.23,6874.3,6090.16
CIF-BAL-60-03,2025-11-21,56109.79,6842.66,6919.2
CIF-BAL-60-03,2025-11-24,56218.61,6855.93,6719.87
CIF-BAL-60-03,2025-11-25,56033.76,6833.39,7229.88
CIF-BAL-60-03,2025-11-26,56129.53,6845.06,6709.59
CIF-BAL-60-03,2025-11-27,56170.74,6850.09,5473.61
CIF-BAL-60-03,2025-11-28,56209.75,6854.85,5899.92
CIF-BAL-60-03,2025-12-01,56108.21,6842.46,6216.22
CIF-BAL-60-03,2025-12-02,56104.41,6842.0,6870.92
CIF-BAL-60-03,2025-12-03,56400.13,6878.06,5868.72
CIF-BAL-60-03,2025-12-04,56419.64,6880.44,6628.19
CIF-BAL-60-03,2025-12-05,56362.31,6873.45,5432.6
CIF-BAL-60-03,2025-12-08,56693.51,6913.84,5702.97
CIF-BAL-60-03,2025-12-09,56830.26,6930.52,6807.45
CIF-BAL-60-03,2025-12-10,56950.0,6945.12,7254.37
