INDEX_CODE,RETURN_DATE,TOTAL_RETURN_PCT
IDX-FTSEBOND,2025-04-08,-0.2574406
IDX-FTSEBOND,2025-04-09,0.00386587
IDX-FTSEBOND,2025-04-10,0.01028824
IDX-FTSEBOND,2025-04-11,0.49075289
IDX-FTSEBOND,2025-04-14,0.00772418
IDX-FTSEBOND,2025-04-15,-0.01916694
IDX-FTSEBOND,2025-04-16,-0.21904995
IDX-FTSEBOND,2025-04-17,0.1710086
IDX-FTSEBOND,2025-04-18,-0.31955141
IDX-FTSEBOND,2025-04-21,0.83010184
IDX-FTSEBOND,2025-04-22,-0.3436211
IDX-FTSEBOND,2025-04-23,0.24811257
IDX-FTSEBOND,2025-04-24,-0.44019478
IDX-FTSEBOND,2025-04-25,-0.02977399
IDX-FTSEBOND,2025-04-28,0.21504128
IDX-FTSEBOND,2025-04-29,-0.46159756
IDX-FTSEBOND,2025-04-30,0.41246447
IDX-FTSEBOND,2025-05-01,-0.0258049
IDX-FTSEBOND,2025-05-02,-0.33149588
IDX-FTSEBOND,2025-05-05,0.00817876
IDX-FTSEBOND,2025-05-06,-0.14782302
IDX-FTSEBOND,2025-05-07,-0.13904659
IDX-FTSEBOND,2025-05-08,-0.08966775
IDX-FTSEBOND,2025-05-09,0.43584123
IDX-FTSEBOND,2025-05-12,0.53553159
IDX-FTSEBOND,2025-05-13,0.38911696
IDX-FTSEBOND,2025-05-14,-0.40292185
IDX-FTSEBOND,2025-05-15,0.04911781
IDX-FTSEBOND,2025-05-16,0.04655452
IDX-FTSEBOND,2025-05-19,-0.32161099
IDX-FTSEBOND,2025-05-20,-0.10519484
IDX-FTSEBOND,2025-05-21,-0.18580653
IDX-FTSEBOND,2025-05-22,0.24315235
IDX-FTSEBOND,2025-05-23,0.0290669
IDX-FTSEBOND,2025-05-26,-0.52557351
IDX-FTSEBOND,2025-05-27,0.00621311
IDX-FTSEBOND,2025-05-28,-0.2150279
IDX-FTSEBOND,2025-05-29,-0.47947206
IDX-FTSEBOND,2025-05-30,-0.63826215
IDX-FTSEBOND,2025-06-02,-0.01376606
IDX-FTSEBOND,2025-06-03,0.67968799
IDX-FTSEBOND,2025-06-04,0.98200354
IDX-FTSEBOND,2025-06-05,0.09510574
IDX-FTSEBOND,2025-06-06,0.14079833
IDX-FTSEBOND,2025-06-09,-0.1930138
IDX-FTSEBOND,2025-06-10,-0.20676786
IDX-FTSEBOND,2025-06-11,0.77376105
IDX-FTSEBOND,2025-06-12,-0.14742303
IDX-FTSEBOND,2025-06-13,-0.03533025
IDX-FTSEBOND,2025-06-16,-0.11025427
IDX-FTSEBOND,2025-06-17,0.08260448
IDX-FTSEBOND,2025-06-18,0.15863295
IDX-FTSEBOND,2025-06-19,0.19047018
IDX-FTSEBOND,2025-06-20,-0.12292396
IDX-FTSEBOND,2025-06-23,-0.15480579
IDX-FTSEBOND,2025-06-24,-0.19814209
IDX-FTSEBOND,2025-06-25,0.00437543
IDX-FTSEBOND,2025-06-26,0.17201019
IDX-FTSEBOND,2025-06-27,-0.05686537
IDX-FTSEBOND,2025-06-30,0.15654231
IDX-FTSEBOND,2025-07-01,-0.00628513
IDX-FTSEBOND,2025-07-02,-0.25102252
IDX-FTSEBOND,2025-07-03,0.40067749
IDX-FTSEBOND,2025-07-04,-0.31228125
IDX-FTSEBOND,2025-07-07,-0.38563274
IDX-FTSEBOND,2025-07-08,-0.04529653
IDX-FTSEBOND,2025-07-09,0.1115857
IDX-FTSEBOND,2025-07-10,-0.4668801
IDX-FTSEBOND,2025-07-11,0.05149681
IDX-FTSEBOND,2025-07-14,0.07082824
IDX-FTSEBOND,2025-07-15,-0.36657505
IDX-FTSEBOND,2025-07-16,-0.41720371
IDX-FTSEBOND,2025-07-17,-0.20410656
IDX-FTSEBOND,2025-07-18,0.35734185
IDX-FTSEBOND,2025-07-21,0.29289394
IDX-FTSEBOND,2025-07-22,-0.02346281
IDX-FTSEBOND,2025-07-23,-0.22588593
IDX-FTSEBOND,2025-07-24,-0.06818673
IDX-FTSEBOND,2025-07-25,-0.14377592
IDX-FTSEBOND,2025-07-28,-0.10410249
IDX-FTSEBOND,2025-07-29,0.0263554
IDX-FTSEBOND,2025-07-30,-0.13192263
IDX-FTSEBOND,2025-07-31,0.2660892
IDX-FTSEBOND,2025-08-01,0.11266859
IDX-FTSEBOND,2025-08-04,0.02006376
IDX-FTSEBOND,2025-08-05,-0.0687214
IDX-FTSEBOND,2025-08-06,-0.03579581
IDX-FTSEBOND,2025-08-07,0.08998546
IDX-FTSEBOND,2025-08-08,0.0211346
IDX-FTSEBOND,2025-08-11,-0.19546532
IDX-FTSEBOND,2025-08-12,0.22322514
IDX-FTSEBOND,2025-08-13,-0.25925376
IDX-FTSEBOND,2025-08-14,0.34935113
IDX-FTSEBOND,2025-08-15,-0.45296249
IDX-FTSEBOND,2025-08-18,-0.09805313
IDX-FTSEBOND,2025-08-19,-0.00700732
IDX-FTSEBOND,2025-08-20,-0.25089624
IDX-FTSEBOND,2025-08-21,0.25850317
IDX-FTSEBOND,2025-08-22,-0.72976296
IDX-FTSEBOND,2025-08-25,-0.06758959
IDX-FTSEBOND,2025-08-26,0.06250999
IDX-FTSEBOND,2025-08-27,-0.4193542
IDX-FTSEBOND,2025-08-28,-0.59058717
IDX-FTSEBOND,2025-08-29,-0.23307903
IDX-FTSEBOND,2025-09-01,-0.07212309
IDX-FTSEBOND,2025-09-02,-0.11569292
IDX-FTSEBOND,2025-09-03,0.22335212
IDX-FTSEBOND,2025-09-04,0.40951316
IDX-FTSEBOND,2025-09-05,-0.28324257
IDX-FTSEBOND,2025-09-08,-0.4036382
IDX-FTSEBOND,2025-09-09,0.23378539
IDX-FTSEBOND,2025-09-10,-0.14253718
IDX-FTSEBOND,2025-09-11,0.31065529
IDX-FTSEBOND,2025-09-12,0.55099789
IDX-FTSEBOND,2025-09-15,-0.03812492
IDX-FTSEBOND,2025-09-16,-0.25799496
IDX-FTSEBOND,2025-09-17,-0.00277973
IDX-FTSEBOND,2025-09-18,0.04490856
IDX-FTSEBOND,2025-09-19,-0.20025352
IDX-FTSEBOND,2025-09-22,0.28390249
IDX-FTSEBOND,2025-09-23,0.43626712
IDX-FTSEBOND,2025-09-24,0.03944639
IDX-FTSEBOND,2025-09-25,-0.20121275
IDX-FTSEBOND,2025-09-26,-0.10893161
IDX-FTSEBOND,2025-09-29,-0.27052814
IDX-FTSEBOND,2025-09-30,-0.70279753
IDX-FTSEBOND,2025-10-01,0.08463899
IDX-FTSEBOND,2025-10-02,0.01803433
IDX-FTSEBOND,2025-10-03,-0.30243055
IDX-FTSEBOND,2025-10-06,-0.50515645
IDX-FTSEBOND,2025-10-07,-0.46722854
IDX-FTSEBOND,2025-10-08,-0.46993004
IDX-FTSEBOND,2025-10-09,0.23948734
IDX-FTSEBOND,2025-10-10,0.01339731
IDX-FTSEBOND,2025-10-13,-0.57267531
IDX-FTSEBOND,2025-10-14,0.36441524
IDX-FTSEBOND,2025-10-15,0.22555016
IDX-FTSEBOND,2025-10-16,0.45498287
IDX-FTSEBOND,2025-10-17,0.41453947
IDX-FTSEBOND,2025-10-20,0.49119493
IDX-FTSEBOND,2025-10-21,0.3840199
IDX-FTSEBOND,2025-10-22,0.52774854
IDX-FTSEBOND,2025-10-23,0.25065388
IDX-FTSEBOND,2025-10-24,-0.19103229
IDX-FTSEBOND,2025-10-27,0.13451096
IDX-FTSEBOND,2025-10-28,0.13382178
IDX-FTSEBOND,2025-10-29,0.05727476
IDX-FTSEBOND,2025-10-30,-0.30391849
IDX-FTSEBOND,2025-10-31,0.22445858
IDX-FTSEBOND,2025-11-03,-0.06490368
IDX-FTSEBOND,2025-11-04,0.24689383
IDX-FTSEBOND,2025-11-05,-0.2582614
IDX-FTSEBOND,2025-11-06,0.17404378
IDX-FTSEBOND,2025-11-07,0.22306438
IDX-FTSEBOND,2025-11-10,-0.01274468
IDX-FTSEBOND,2025-11-11,-0.03127783
IDX-FTSEBOND,2025-11-12,0.26662092
IDX-FTSEBOND,2025-11-13,-0.11351353
IDX-FTSEBOND,2025-11-14,-0.03759168
IDX-FTSEBOND,2025-11-17,0.3652255
IDX-FTSEBOND,2025-11-18,-0.04300389
IDX-FTSEBOND,2025-11-19,-0.24057323
IDX-FTSEBOND,2025-11-20,-0.12940929
IDX-FTSEBOND,2025-11-21,0.06702955
IDX-FTSEBOND,2025-11-24,-0.6857176
IDX-FTSEBOND,2025-11-25,0.3206221
IDX-FTSEBOND,2025-11-26,-0.07113673
IDX-FTSEBOND,2025-11-27,0.45717041
IDX-FTSEBOND,2025-11-28,-0.09040768
IDX-FTSEBOND,2025-12-01,0.40045598
IDX-FTSEBOND,2025-12-02,0.19368936
IDX-FTSEBOND,2025-12-03,0.37736666
IDX-FTSEBOND,2025-12-04,0.66195547
IDX-FTSEBOND,2025-12-05,-0.04801957
IDX-FTSEBOND,2025-12-08,0.28022642
IDX-FTSEBOND,2025-12-09,-0.27823219
IDX-FTSEBOND,2025-12-10,0.25138649
IDX-FTSEBOND,2025-12-11,0.03862254
IDX-FTSEBOND,2025-12-12,-0.09534392
IDX-FTSEBOND,2025-12-15,0.55344917
IDX-FTSEBOND,2025-12-16,0.32589669
IDX-FTSEBOND,2025-12-17,0.09686629
IDX-FTSEBOND,2025-12-18,0.12906221
IDX-FTSEBOND,2025-12-19,0.31440711
IDX-FTSEBOND,2025-12-22,-0.44326772
IDX-FTSEBOND,2025-12-23,0.07509336
IDX-FTSEBOND,2025-12-24,0.11462833
IDX-FTSEBOND,2025-12-25,0.18345771
IDX-FTSEBOND,2025-12-26,0.30363812
IDX-FTSEBOND,2025-12-29,0.22565396
IDX-FTSEBOND,2025-12-30,-0.47027121
IDX-FTSEBOND,2025-12-31,-0.06219469
IDX-SP500,2024-12-24,-1.13886935
IDX-SP500,2024-12-25,0.05990248
IDX-SP500,2024-12-26,0.77593668
IDX-SP500,2024-12-27,-0.79116513
IDX-SP500,2024-12-30,0.84298595
IDX-SP500,2024-12-31,0.27680719
IDX-SP500,2025-01-01,-0.58058467
IDX-SP500,2025-01-02,0.4765802
IDX-SP500,2025-01-03,0.19247425
IDX-SP500,2025-01-06,-1.35984838
IDX-SP500,2025-01-07,2.56835076
IDX-SP500,2025-01-08,-0.72118954
IDX-SP500,2025-01-09,-0.65845605
IDX-SP500,2025-01-10,-0.01790619
IDX-SP500,2025-01-13,0.84334279
IDX-SP500,2025-01-14,-0.46685734
IDX-SP500,2025-01-15,-1.16499856
IDX-SP500,2025-01-16,1.04187552
IDX-SP500,2025-01-17,1.35838534
IDX-SP500,2025-01-20,-1.60560758
IDX-SP500,2025-01-21,0.32517054
IDX-SP500,2025-01-22,-0.10551076
IDX-SP500,2025-01-23,0.48595632
IDX-SP500,2025-01-24,-0.12928256
IDX-SP500,2025-01-27,-1.28288692
IDX-SP500,2025-01-28,0.52407062
IDX-SP500,2025-01-29,-0.02456457
IDX-SP500,2025-01-30,-1.94474084
IDX-SP500,2025-01-31,-1.34593965
IDX-SP500,2025-02-03,-0.36798561
IDX-SP500,2025-02-04,-0.05149818
IDX-SP500,2025-02-05,0.08378358
IDX-SP500,2025-02-06,0.20646852
IDX-SP500,2025-02-07,-1.38503739
IDX-SP500,2025-02-10,-0.32252691
IDX-SP500,2025-02-11,-0.19158226
IDX-SP500,2025-02-12,-0.08930168
IDX-SP500,2025-02-13,-0.06676423
IDX-SP500,2025-02-14,2.30148276
IDX-SP500,2025-02-17,-0.22495907
IDX-SP500,2025-02-18,-0.51591348
IDX-SP500,2025-02-19,-0.78051091
IDX-SP500,2025-02-20,-0.84655601
IDX-SP500,2025-02-21,-0.14235049
IDX-SP500,2025-02-24,1.59003534
IDX-SP500,2025-02-25,0.07694682
IDX-SP500,2025-02-26,0.86966312
IDX-SP500,2025-02-27,-0.34158604
IDX-SP500,2025-02-28,1.24480815
IDX-SP500,2025-03-03,0.36301099
IDX-SP500,2025-03-04,1.50404824
IDX-SP500,2025-03-05,-0.55599858
IDX-SP500,2025-03-06,0.05833644
IDX-SP500,2025-03-07,0.49628696
IDX-SP500,2025-03-10,0.32101933
IDX-SP500,2025-03-11,-1.2776578
IDX-SP500,2025-03-12,1.24995483
IDX-SP500,2025-03-13,-0.49689536
IDX-SP500,2025-03-14,-1.62805758
IDX-SP500,2025-03-17,-1.35576264
IDX-SP500,2025-03-18,-3.2667037
IDX-SP500,2025-03-19,0.93296936
IDX-SP500,2025-03-20,-0.49040753
IDX-SP500,2025-03-21,-0.19754763
IDX-SP500,2025-03-24,1.25495527
IDX-SP500,2025-03-25,-0.97790506
IDX-SP500,2025-03-26,1.03273875
IDX-SP500,2025-03-27,1.12664879
IDX-SP500,2025-03-28,-2.11413923
IDX-SP500,2025-03-31,1.12158763
IDX-SP500,2025-04-01,-0.4301307
IDX-SP500,2025-04-02,0.27328328
IDX-SP500,2025-04-03,0.00705906
IDX-SP500,2025-04-04,2.14690446
IDX-SP500,2025-04-07,1.20016394
IDX-SP500,2025-04-08,-0.86099218
IDX-SP500,2025-04-09,0.00969071
IDX-SP500,2025-04-10,0.79692904
IDX-SP500,2025-04-11,-1.27285418
IDX-SP500,2025-04-14,-1.21458944
IDX-SP500,2025-04-15,1.17906155
IDX-SP500,2025-04-16,0.21075564
IDX-SP500,2025-04-17,-0.3323299
IDX-SP500,2025-04-18,0.07939413
IDX-SP500,2025-04-21,0.05303619
IDX-SP500,2025-04-22,0.26042007
IDX-SP500,2025-04-23,-1.2337624
IDX-SP500,2025-04-24,-0.11752906
IDX-SP500,2025-04-25,-0.59778374
IDX-SP500,2025-04-28,0.35012814
IDX-SP500,2025-04-29,-0.09374533
IDX-SP500,2025-04-30,-0.64483038
IDX-SP500,2025-05-01,-1.16127003
IDX-SP500,2025-05-02,-2.15464973
IDX-SP500,2025-05-05,-0.51016861
IDX-SP500,2025-05-06,-0.62469712
IDX-SP500,2025-05-07,-0.21029687
IDX-SP500,2025-05-08,-0.60350451
IDX-SP500,2025-05-09,-1.45651708
IDX-SP500,2025-05-12,1.26594696
IDX-SP500,2025-05-13,0.66946609
IDX-SP500,2025-05-14,1.01564387
IDX-SP500,2025-05-15,-1.77632676
IDX-SP500,2025-05-16,-1.95511401
IDX-SP500,2025-05-19,-2.83896284
IDX-SP500,2025-05-20,0.26169811
IDX-SP500,2025-05-21,0.71614872
IDX-SP500,2025-05-22,-1.136145
IDX-SP500,2025-05-23,1.04020225
IDX-SP500,2025-05-26,0.79890602
IDX-SP500,2025-05-27,-1.03702504
IDX-SP500,2025-05-28,0.4681361
IDX-SP500,2025-05-29,0.7346709
IDX-SP500,2025-05-30,-0.16591006
IDX-SP500,2025-06-02,-0.40040834
IDX-SP500,2025-06-03,-1.60875286
IDX-SP500,2025-06-04,-2.3263573
IDX-SP500,2025-06-05,-1.27445231
IDX-SP500,2025-06-06,-0.052802
IDX-SP500,2025-06-09,0.17190406
IDX-SP500,2025-06-10,-1.14799342
IDX-SP500,2025-06-11,-0.60149801
IDX-SP500,2025-06-12,-1.33106569
IDX-SP500,2025-06-13,0.00442522
IDX-SP500,2025-06-16,-0.18294684
IDX-SP500,2025-06-17,0.14016644
IDX-SP500,2025-06-18,0.47962551
IDX-SP500,2025-06-19,0.00577564
IDX-SP500,2025-06-20,0.61520491
IDX-SP500,2025-06-23,-0.38095801
IDX-SP500,2025-06-24,0.40240605
IDX-SP500,2025-06-25,1.42260291
IDX-SP500,2025-06-26,1.04949804
IDX-SP500,2025-06-27,0.5531413
IDX-SP500,2025-06-30,0.91950649
IDX-SP500,2025-07-01,-0.13273411
IDX-SP500,2025-07-02,-0.34983917
IDX-SP500,2025-07-03,1.01277337
IDX-SP500,2025-07-04,0.64969812
IDX-SP500,2025-07-07,-0.20660317
IDX-SP500,2025-07-08,-0.49702096
IDX-SP500,2025-07-09,0.00713126
IDX-SP500,2025-07-10,-0.35934525
IDX-SP500,2025-07-11,-0.95405104
IDX-SP500,2025-07-14,-0.79213894
IDX-SP500,2025-07-15,-1.20025764
IDX-SP500,2025-07-16,-0.33300396
IDX-SP500,2025-07-17,0.99435792
IDX-SP500,2025-07-18,-0.94403856
IDX-SP500,2025-07-21,-1.40709421
IDX-SP500,2025-07-22,-1.28770221
IDX-SP500,2025-07-23,-0.45466176
IDX-SP500,2025-07-24,-1.24806462
IDX-SP500,2025-07-25,-0.18364505
IDX-SP500,2025-07-28,-0.54396335
IDX-SP500,2025-07-29,-0.20401951
IDX-SP500,2025-07-30,0.04681117
IDX-SP500,2025-07-31,-0.84006621
IDX-SP500,2025-08-01,1.87013992
IDX-SP500,2025-08-04,0.00869553
IDX-SP500,2025-08-05,-0.19610534
IDX-SP500,2025-08-06,-1.43437938
IDX-SP500,2025-08-07,2.70232103
IDX-SP500,2025-08-08,1.8648408
IDX-SP500,2025-08-11,-1.12864963
IDX-SP500,2025-08-12,-1.35744342
IDX-SP500,2025-08-13,0.52278316
IDX-SP500,2025-08-14,1.39561458
IDX-SP500,2025-08-15,0.96678244
IDX-SP500,2025-08-18,-0.65700884
IDX-SP500,2025-08-19,0.38403848
IDX-SP500,2025-08-20,1.33093905
IDX-SP500,2025-08-21,0.2332225
IDX-SP500,2025-08-22,-0.50295276
IDX-SP500,2025-08-25,-0.23151026
IDX-SP500,2025-08-26,-1.76277945
IDX-SP500,2025-08-27,-0.0153406
IDX-SP500,2025-08-28,0.51335989
IDX-SP500,2025-08-29,2.12233167
IDX-SP500,2025-09-01,-0.2518717
IDX-SP500,2025-09-02,-0.45114327
IDX-SP500,2025-09-03,1.50738614
IDX-SP500,2025-09-04,-1.31499088
IDX-SP500,2025-09-05,-0.11551017
IDX-SP500,2025-09-08,1.20885657
IDX-SP500,2025-09-09,-0.2397863
IDX-SP500,2025-09-10,1.26791113
IDX-SP500,2025-09-11,1.16362974
IDX-SP500,2025-09-12,-1.7072041
IDX-SP500,2025-09-15,-0.98695869
IDX-SP500,2025-09-16,-1.09307374
IDX-SP500,2025-09-17,0.66701953
IDX-SP500,2025-09-18,0.05888713
IDX-SP500,2025-09-19,-0.07532616
IDX-SP500,2025-09-22,-0.11196452
IDX-SP500,2025-09-23,-0.05968125
IDX-SP500,2025-09-24,-2.41129064
IDX-SP500,2025-09-25,-0.23749087
IDX-SP500,2025-09-26,0.42283689
IDX-SP500,2025-09-29,-1.95093472
IDX-SP500,2025-09-30,-1.79769252
IDX-SP500,2025-10-01,0.69522805
IDX-SP500,2025-10-02,0.44032049
IDX-SP500,2025-10-03,0.69257052
IDX-SP500,2025-10-06,-1.90921587
IDX-SP500,2025-10-07,-0.4795381
IDX-SP500,2025-10-08,-0.13217588
IDX-SP500,2025-10-09,1.10610671
IDX-SP500,2025-10-10,-2.62744717
IDX-SP500,2025-10-13,-1.21553641
IDX-SP500,2025-10-14,-0.7245822
IDX-SP500,2025-10-15,1.11344891
IDX-SP500,2025-10-16,-0.61399057
IDX-SP500,2025-10-17,-0.75019425
IDX-SP500,2025-10-20,-0.72884967
IDX-SP500,2025-10-21,-0.23206983
IDX-SP500,2025-10-22,1.43651932
IDX-SP500,2025-10-23,0.79501381
IDX-SP500,2025-10-24,-0.06708846
IDX-SP500,2025-10-27,-1.39169743
IDX-SP500,2025-10-28,-1.52179531
IDX-SP500,2025-10-29,-0.56143708
IDX-SP500,2025-10-30,1.53949869
IDX-SP500,2025-10-31,-0.05872331
IDX-SP500,2025-11-03,0.85244201
IDX-SP500,2025-11-04,-0.87953255
IDX-SP500,2025-11-05,0.48036179
IDX-SP500,2025-11-06,2.63296217
IDX-SP500,2025-11-07,0.00538722
IDX-SP500,2025-11-10,-1.05618741
IDX-SP500,2025-11-11,1.52583022
IDX-SP500,2025-11-12,-1.07243301
IDX-SP500,2025-11-13,2.09594174
IDX-SP500,2025-11-14,1.79886424
IDX-SP500,2025-11-17,0.87757144
IDX-SP500,2025-11-18,-1.73321779
IDX-SP500,2025-11-19,-0.91832937
IDX-SP500,2025-11-20,0.22659484
IDX-SP500,2025-11-21,-1.49628342
IDX-SP500,2025-11-24,0.17020966
IDX-SP500,2025-11-25,0.83426828
IDX-SP500,2025-11-26,0.89463018
IDX-SP500,2025-11-27,0.10521187
IDX-SP500,2025-11-28,0.17894312
IDX-SP500,2025-12-01,1.45235797
IDX-SP500,2025-12-02,0.89728801
IDX-SP500,2025-12-03,0.55726005
IDX-SP500,2025-12-04,0.31019723
IDX-SP500,2025-12-05,0.25171823
IDX-SP500,2025-12-08,0.93225397
IDX-SP500,2025-12-09,1.22525111
IDX-SP500,2025-12-10,0.9097401
IDX-SP500,2025-12-11,-1.08422716
IDX-SP500,2025-12-12,0.08147462
IDX-SP500,2025-12-15,-1.15887363
IDX-SP500,2025-12-16,-1.48622664
IDX-SP500,2025-12-17,-0.523317
IDX-SP500,2025-12-18,0.57981449
IDX-SP500,2025-12-19,0.23566379
IDX-SP500,2025-12-22,-0.12094118
IDX-SP500,2025-12-23,-0.55340771
IDX-SP500,2025-12-24,1.24414031
IDX-SP500,2025-12-25,-0.54338142
IDX-SP500,2025-12-26,-0.94700665
IDX-SP500,2025-12-29,0.12817822
IDX-SP500,2025-12-30,-0.52875935
IDX-SP500,2025-12-31,-0.23743772
