FUND_CODE,AS_OF_DATE,SECURITY_ID,QUANTITY
CIF-CAD-EQ-01,2025-07-10,10056,74478.789944
CIF-CAD-EQ-01,2025-07-10,10014,88772.731275
CIF-CAD-EQ-01,2025-07-11,10016,65193.865295
CIF-CAD-EQ-01,2025-07-11,10004,330342.325164
CIF-CAD-EQ-01,2025-07-11,10034,60990.155421
CIF-CAD-EQ-01,2025-07-11,10028,325950.247191
CIF-CAD-EQ-01,2025-07-11,10037,162378.050092
CIF-CAD-EQ-01,2025-07-11,10031,137027.817215
CIF-CAD-EQ-01,2025-07-11,10040,51316.595169
CIF-CAD-EQ-01,2025-07-11,10013,435689.815378
CIF-CAD-EQ-01,2025-07-11,10001,350023.341949
CIF-CAD-EQ-01,2025-07-11,10010,71368.010084
CIF-CAD-EQ-01,2025-07-11,10025,736105.960224
CIF-CAD-EQ-01,2025-07-11,10049,134520.106497
CIF-CAD-EQ-01,2025-07-11,10007,725850.07461
CIF-CAD-EQ-01,2025-07-11,10052,158426.68075
CIF-CAD-EQ-01,2025-07-11,10022,89671.790228
CIF-CAD-EQ-01,2025-07-11,10019,297374.400672
CIF-CAD-EQ-01,2025-07-11,10043,284372.027264
CIF-CAD-EQ-01,2025-07-11,10056,74478.789944
CIF-CAD-EQ-01,2025-07-11,10014,88772.731275
CIF-CAD-EQ-01,2025-07-14,10016,65193.865295
CIF-CAD-EQ-01,2025-07-14,10004,330342.325164
CIF-CAD-EQ-01,2025-07-14,10034,60990.155421
CIF-CAD-EQ-01,2025-07-14,10028,325950.247191
CIF-CAD-EQ-01,2025-07-14,10037,162378.050092
CIF-CAD-EQ-01,2025-07-14,10031,137027.817215
CIF-CAD-EQ-01,2025-07-14,10040,51316.595169
CIF-CAD-EQ-01,2025-07-14,10013,435689.815378
CIF-CAD-EQ-01,2025-07-14,10001,350023.341949
CIF-CAD-EQ-01,2025-07-14,10010,71368.010084
CIF-CAD-EQ-01,2025-07-14,10025,736105.960224
CIF-CAD-EQ-01,2025-07-14,10049,134520.106497
CIF-CAD-EQ-01,2025-07-14,10007,725850.07461
CIF-CAD-EQ-01,2025-07-14,10052,158426.68075
CIF-CAD-EQ-01,2025-07-14,10022,89671.790228
CIF-CAD-EQ-01,2025-07-14,10019,297374.400672
CIF-CAD-EQ-01,2025-07-14,10043,284372.027264
CIF-CAD-EQ-01,2025-07-14,10056,74478.789944
CIF-CAD-EQ-01,2025-07-14,10014,88772.731275
CIF-CAD-EQ-01,2025-07-15,10016,65193.865295
CIF-CAD-EQ-01,2025-07-15,10004,330342.325164
CIF-CAD-EQ-01,2025-07-15,10034,60990.155421
CIF-CAD-EQ-01,2025-07-15,10028,325950.247191
CIF-CAD-EQ-01,2025-07-15,10037,162378.050092
CIF-CAD-EQ-01,2025-07-15,10031,137027.817215
CIF-CAD-EQ-01,2025-07-15,10040,51316.595169
CIF-CAD-EQ-01,2025-07-15,10013,435689.815378
CIF-CAD-EQ-01,2025-07-15,10001,350023.341949
CIF-CAD-EQ-01,2025-07-15,10010,71368.010084
CIF-CAD-EQ-01,2025-07-15,10025,736105.960224
CIF-CAD-EQ-01,2025-07-15,10049,134520.106497
CIF-CAD-EQ-01,2025-07-15,10007,725850.07461
CIF-CAD-EQ-01,2025-07-15,10052,158426.68075
CIF-CAD-EQ-01,2025-07-15,10022,89671.790228
CIF-CAD-EQ-01,2025-07-15,10019,297374.400672
CIF-CAD-EQ-01,2025-07-15,10043,284372.027264
CIF-CAD-EQ-01,2025-07-15,10056,74478.789944
CIF-CAD-EQ-01,2025-07-15,10014,88772.731275
CIF-CAD-EQ-01,2025-07-16,10016,65193.865295
CIF-CAD-EQ-01,2025-07-16,10004,330342.325164
CIF-CAD-EQ-01,2025-07-16,10034,60990.155421
CIF-CAD-EQ-01,2025-07-16,10028,325950.247191
CIF-CAD-EQ-01,2025-07-16,10037,162378.050092
CIF-CAD-EQ-01,2025-07-16,10031,137027.817215
CIF-CAD-EQ-01,2025-07-16,10040,51316.595169
CIF-CAD-EQ-01,2025-07-16,10013,435689.815378
CIF-CAD-EQ-01,2025-07-16,10001,350023.341949
CIF-CAD-EQ-01,2025-07-16,10010,71368.010084
CIF-CAD-EQ-01,2025-07-16,10025,736105.960224
CIF-CAD-EQ-01,2025-07-16,10049,134520.106497
CIF-CAD-EQ-01,2025-07-16,10007,725850.07461
CIF-CAD-EQ-01,2025-07-16,10052,158426.68075
CIF-CAD-EQ-01,2025-07-16,10022,89671.790228
CIF-CAD-EQ-01,2025-07-16,10019,297374.400672
CIF-CAD-EQ-01,2025-07-16,10043,284372.027264
CIF-CAD-EQ-01,2025-07-16,10056,74478.789944
CIF-CAD-EQ-01,2025-07-16,10014,88772.731275
CIF-CAD-EQ-01,2025-07-17,10016,65193.865295
CIF-CAD-EQ-01,2025-07-17,10004,330342.325164
CIF-CAD-EQ-01,2025-07-17,10034,60990.155421
CIF-CAD-EQ-01,2025-07-17,10028,325950.247191
CIF-CAD-EQ-01,2025-07-17,10037,162378.050092
CIF-CAD-EQ-01,2025-07-17,10031,137027.817215
CIF-CAD-EQ-01,2025-07-17,10040,51316.595169
CIF-CAD-EQ-01,2025-07-17,10013,435689.815378
CIF-CAD-EQ-01,2025-07-17,10001,350023.341949
CIF-CAD-EQ-01,2025-07-17,10010,71368.010084
CIF-CAD-EQ-01,2025-07-17,10025,736105.960224
CIF-CAD-EQ-01,2025-07-17,10049,134520.106497
CIF-CAD-EQ-01,2025-07-17,10007,725850.07461
CIF-CAD-EQ-01,2025-07-17,10052,158426.68075
CIF-CAD-EQ-01,2025-07-17,10022,89671.790228
CIF-CAD-EQ-01,2025-07-17,10019,297374.400672
CIF-CAD-EQ-01,2025-07-17,10043,284372.027264
CIF-CAD-EQ-01,2025-07-17,10056,74478.789944
CIF-CAD-EQ-01,2025-07-17,10014,88772.731275
CIF-CAD-EQ-01,2025-07-18,10016,65193.865295
CIF-CAD-EQ-01,2025-07-18,10004,330342.325164
CIF-CAD-EQ-01,2025-07-18,10034,60990.155421
CIF-CAD-EQ-01,2025-07-18,10028,325950.247191
CIF-CAD-EQ-01,2025-07-18,10037,162378.050092
CIF-CAD-EQ-01,2025-07-18,10031,137027.817215
CIF-CAD-EQ-01,2025-07-18,10040,51316.595169
CIF-CAD-EQ-01,2025-07-18,10013,435689.815378
CIF-CAD-EQ-01,2025-07-18,10001,350023.341949
CIF-CAD-EQ-01,2025-07-18,10010,71368.010084
CIF-CAD-EQ-01,2025-07-18,10025,736105.960224
CIF-CAD-EQ-01,2025-07-18,10049,134520.106497
CIF-CAD-EQ-01,2025-07-18,10007,725850.07461
CIF-CAD-EQ-01,2025-07-18,10052,158426.68075
CIF-CAD-EQ-01,2025-07-18,10022,89671.790228
CIF-CAD-EQ-01,2025-07-18,10019,297374.400672
CIF-CAD-EQ-01,2025-07-18,10043,284372.027264
CIF-CAD-EQ-01,2025-07-18,10056,74478.789944
CIF-CAD-EQ-01,2025-07-18,10014,88772.731275
CIF-CAD-EQ-01,2025-07-21,10016,65193.865295
CIF-CAD-EQ-01,2025-07-21,10004,330342.325164
CIF-CAD-EQ-01,2025-07-21,10034,60990.155421
CIF-CAD-EQ-01,2025-07-21,10028,325950.247191
CIF-CAD-EQ-01,2025-07-21,10037,162378.050092
CIF-CAD-EQ-01,2025-07-21,10031,137027.817215
CIF-CAD-EQ-01,2025-07-21,10040,51316.595169
CIF-CAD-EQ-01,2025-07-21,10013,435689.815378
CIF-CAD-EQ-01,2025-07-21,10001,350023.341949
CIF-CAD-EQ-01,2025-07-21,10010,71368.010084
CIF-CAD-EQ-01,2025-07-21,10025,736105.960224
CIF-CAD-EQ-01,2025-07-21,10049,134520.106497
CIF-CAD-EQ-01,2025-07-21,10007,725850.07461
CIF-CAD-EQ-01,2025-07-21,10052,158426.68075
CIF-CAD-EQ-01,2025-07-21,10022,89671.790228
CIF-CAD-EQ-01,2025-07-21,10019,297374.400672
CIF-CAD-EQ-01,2025-07-21,10043,284372.027264
CIF-CAD-EQ-01,2025-07-21,10056,74478.789944
CIF-CAD-EQ-01,2025-07-21,10014,88772.731275
CIF-CAD-EQ-01,2025-07-22,10016,65193.865295
CIF-CAD-EQ-01,2025-07-22,10004,330342.325164
CIF-CAD-EQ-01,2025-07-22,10034,60990.155421
CIF-CAD-EQ-01,2025-07-22,10028,325950.247191
CIF-CAD-EQ-01,2025-07-22,10037,162378.050092
CIF-CAD-EQ-01,2025-07-22,10031,137027.817215
CIF-CAD-EQ-01,2025-07-22,10040,51316.595169
CIF-CAD-EQ-01,2025-07-22,10013,435689.815378
CIF-CAD-EQ-01,2025-07-22,10001,350023.341949
CIF-CAD-EQ-01,2025-07-22,10010,71368.010084
CIF-CAD-EQ-01,2025-07-22,10025,736105.960224
CIF-CAD-EQ-01,2025-07-22,10049,134520.106497
CIF-CAD-EQ-01,2025-07-22,10007,725850.07461
CIF-CAD-EQ-01,2025-07-22,10052,158426.68075
CIF-CAD-EQ-01,2025-07-22,10022,89671.790228
CIF-CAD-EQ-01,2025-07-22,10019,297374.400672
CIF-CAD-EQ-01,2025-07-22,10043,284372.027264
CIF-CAD-EQ-01,2025-07-22,10056,74478.789944
CIF-CAD-EQ-01,2025-07-22,10014,88772.731275
CIF-CAD-EQ-01,2025-07-23,10016,65193.865295
CIF-CAD-EQ-01,2025-07-23,10004,330342.325164
CIF-CAD-EQ-01,2025-07-23,10034,60990.155421
CIF-CAD-EQ-01,2025-07-23,10028,325950.247191
CIF-CAD-EQ-01,2025-07-23,10037,162378.050092
CIF-CAD-EQ-01,2025-07-23,10031,137027.817215
CIF-CAD-EQ-01,2025-07-23,10040,51316.595169
CIF-CAD-EQ-01,2025-07-23,10013,435689.815378
CIF-CAD-EQ-01,2025-07-23,10001,350023.341949
CIF-CAD-EQ-01,2025-07-23,10010,71368.010084
CIF-CAD-EQ-01,2025-07-23,10025,736105.960224
CIF-CAD-EQ-01,2025-07-23,10049,134520.106497
CIF-CAD-EQ-01,2025-07-23,10007,725850.07461
CIF-CAD-EQ-01,2025-07-23,10052,158426.68075
CIF-CAD-EQ-01,2025-07-23,10022,89671.790228
CIF-CAD-EQ-01,2025-07-23,10019,297374.400672
CIF-CAD-EQ-01,2025-07-23,10043,284372.027264
CIF-CAD-EQ-01,2025-07-23,10056,74478.789944
CIF-CAD-EQ-01,2025-07-23,10014,88772.731275
CIF-CAD-EQ-01,2025-07-24,10016,65193.865295
CIF-CAD-EQ-01,2025-07-24,10004,330342.325164
CIF-CAD-EQ-01,2025-07-24,10034,60990.155421
CIF-CAD-EQ-01,2025-07-24,10028,325950.247191
CIF-CAD-EQ-01,2025-07-24,10037,162378.050092
CIF-CAD-EQ-01,2025-07-24,10031,137027.817215
CIF-CAD-EQ-01,2025-07-24,10040,51316.595169
CIF-CAD-EQ-01,2025-07-24,10013,435689.815378
CIF-CAD-EQ-01,2025-07-24,10001,350023.341949
CIF-CAD-EQ-01,2025-07-24,10010,71368.010084
CIF-CAD-EQ-01,2025-07-24,10025,736105.960224
CIF-CAD-EQ-01,2025-07-24,10049,134520.106497
CIF-CAD-EQ-01,2025-07-24,10007,725850.07461
CIF-CAD-EQ-01,2025-07-24,10052,158426.68075
CIF-CAD-EQ-01,2025-07-24,10022,89671.790228
CIF-CAD-EQ-01,2025-07-24,10019,297374.400672
CIF-CAD-EQ-01,2025-07-24,10043,284372.027264
CIF-CAD-EQ-01,2025-07-24,10056,74478.789944
CIF-CAD-EQ-01,2025-07-24,10014,88772.731275
CIF-CAD-EQ-01,2025-07-25,10016,65193.865295
CIF-CAD-EQ-01,2025-07-25,10004,330342.325164
CIF-CAD-EQ-01,2025-07-25,10034,60990.155421
CIF-CAD-EQ-01,2025-07-25,10028,325950.247191
CIF-CAD-EQ-01,2025-07-25,10037,162378.050092
CIF-CAD-EQ-01,2025-07-25,10031,137027.817215
CIF-CAD-EQ-01,2025-07-25,10040,51316.595169
CIF-CAD-EQ-01,2025-07-25,10013,435689.815378
CIF-CAD-EQ-01,2025-07-25,10001,350023.341949
CIF-CAD-EQ-01,2025-07-25,10010,71368.010084
CIF-CAD-EQ-01,2025-07-25,10025,736105.960224
CIF-CAD-EQ-01,2025-07-25,10049,134520.106497
CIF-CAD-EQ-01,2025-07-25,10007,725850.07461
CIF-CAD-EQ-01,2025-07-25,10052,158426.68075
CIF-CAD-EQ-01,2025-07-25,10022,89671.790228
CIF-CAD-EQ-01,2025-07-25,10019,297374.400672
CIF-CAD-EQ-01,2025-07-25,10043,284372.027264
CIF-CAD-EQ-01,2025-07-25,10056,74478.789944
CIF-CAD-EQ-01,2025-07-25,10014,88772.731275
CIF-CAD-EQ-01,2025-07-28,10016,65193.865295
CIF-CAD-EQ-01,2025-07-28,10004,330342.325164
CIF-CAD-EQ-01,2025-07-28,10034,60990.155421
CIF-CAD-EQ-01,2025-07-28,10028,325950.247191
CIF-CAD-EQ-01,2025-07-28,10037,162378.050092
CIF-CAD-EQ-01,2025-07-28,10031,137027.817215
CIF-CAD-EQ-01,2025-07-28,10040,51316.595169
CIF-CAD-EQ-01,2025-07-28,10013,435689.815378
CIF-CAD-EQ-01,2025-07-28,10001,350023.341949
CIF-CAD-EQ-01,2025-07-28,10010,71368.010084
CIF-CAD-EQ-01,2025-07-28,10025,736105.960224
CIF-CAD-EQ-01,2025-07-28,10049,134520.106497
CIF-CAD-EQ-01,2025-07-28,10007,725850.07461
CIF-CAD-EQ-01,2025-07-28,10052,158426.68075
CIF-CAD-EQ-01,2025-07-28,10022,89671.790228
CIF-CAD-EQ-01,2025-07-28,10019,297374.400672
CIF-CAD-EQ-01,2025-07-28,10043,284372.027264
CIF-CAD-EQ-01,2025-07-28,10056,74478.789944
CIF-CAD-EQ-01,2025-07-28,10014,88772.731275
CIF-CAD-EQ-01,2025-07-29,10016,65193.865295
CIF-CAD-EQ-01,2025-07-29,10004,330342.325164
CIF-CAD-EQ-01,2025-07-29,10034,60990.155421
CIF-CAD-EQ-01,2025-07-29,10028,325950.247191
CIF-CAD-EQ-01,2025-07-29,10037,162378.050092
CIF-CAD-EQ-01,2025-07-29,10031,137027.817215
CIF-CAD-EQ-01,2025-07-29,10040,51316.595169
CIF-CAD-EQ-01,2025-07-29,10013,435689.815378
CIF-CAD-EQ-01,2025-07-29,10001,350023.341949
CIF-CAD-EQ-01,2025-07-29,10010,71368.010084
CIF-CAD-EQ-01,2025-07-29,10025,736105.960224
CIF-CAD-EQ-01,2025-07-29,10049,134520.106497
CIF-CAD-EQ-01,2025-07-29,10007,725850.07461
CIF-CAD-EQ-01,2025-07-29,10052,158426.68075
CIF-CAD-EQ-01,2025-07-29,10022,89671.790228
CIF-CAD-EQ-01,2025-07-29,10019,297374.400672
CIF-CAD-EQ-01,2025-07-29,10043,284372.027264
CIF-CAD-EQ-01,2025-07-29,10056,74478.789944
CIF-CAD-EQ-01,2025-07-29,10014,88772.731275
CIF-CAD-EQ-01,2025-07-30,10016,65193.865295
CIF-CAD-EQ-01,2025-07-30,10004,330342.325164
CIF-CAD-EQ-01,2025-07-30,10034,60990.155421
CIF-CAD-EQ-01,2025-07-30,10028,325950.247191
CIF-CAD-EQ-01,2025-07-30,10037,162378.050092
CIF-CAD-EQ-01,2025-07-30,10031,137027.817215
CIF-CAD-EQ-01,2025-07-30,10040,51316.595169
CIF-CAD-EQ-01,2025-07-30,10013,435689.815378
CIF-CAD-EQ-01,2025-07-30,10001,350023.341949
CIF-CAD-EQ-01,2025-07-30,10010,71368.010084
CIF-CAD-EQ-01,2025-07-30,10025,736105.960224
CIF-CAD-EQ-01,2025-07-30,10049,134520.106497
CIF-CAD-EQ-01,2025-07-30,10007,725850.07461
CIF-CAD-EQ-01,2025-07-30,10052,158426.68075
CIF-CAD-EQ-01,2025-07-30,10022,89671.790228
CIF-CAD-EQ-01,2025-07-30,10019,297374.400672
CIF-CAD-EQ-01,2025-07-30,10043,284372.027264
CIF-CAD-EQ-01,2025-07-30,10056,74478.789944
CIF-CAD-EQ-01,2025-07-30,10014,88772.731275
CIF-CAD-EQ-01,2025-07-31,10016,65193.865295
CIF-CAD-EQ-01,2025-07-31,10004,330342.325164
CIF-CAD-EQ-01,2025-07-31,10034,60990.155421
CIF-CAD-EQ-01,2025-07-31,10028,325950.247191
CIF-CAD-EQ-01,2025-07-31,10037,162378.050092
CIF-CAD-EQ-01,2025-07-31,10031,137027.817215
CIF-CAD-EQ-01,2025-07-31,10040,51316.595169
CIF-CAD-EQ-01,2025-07-31,10013,435689.815378
CIF-CAD-EQ-01,2025-07-31,10001,350023.341949
CIF-CAD-EQ-01,2025-07-31,10010,71368.010084
CIF-CAD-EQ-01,2025-07-31,10025,736105.960224
CIF-CAD-EQ-01,2025-07-31,10049,134520.106497
CIF-CAD-EQ-01,2025-07-31,10007,725850.07461
CIF-CAD-EQ-01,2025-07-31,10052,158426.68075
CIF-CAD-EQ-01,2025-07-31,10022,89671.790228
CIF-CAD-EQ-01,2025-07-31,10019,297374.400672
CIF-CAD-EQ-01,2025-07-31,10043,284372.027264
CIF-CAD-EQ-01,2025-07-31,10056,74478.789944
CIF-CAD-EQ-01,2025-07-31,10014,88772.731275
CIF-CAD-EQ-01,2025-08-01,10016,65193.865295
CIF-CAD-EQ-01,2025-08-01,10004,330342.325164
CIF-CAD-EQ-01,2025-08-01,10034,60990.155421
CIF-CAD-EQ-01,2025-08-01,10028,325950.247191
CIF-CAD-EQ-01,2025-08-01,10037,162378.050092
CIF-CAD-EQ-01,2025-08-01,10031,137027.817215
CIF-CAD-EQ-01,2025-08-01,10040,51316.595169
CIF-CAD-EQ-01,2025-08-01,10013,435689.815378
CIF-CAD-EQ-01,2025-08-01,10001,350023.341949
CIF-CAD-EQ-01,2025-08-01,10010,71368.010084
CIF-CAD-EQ-01,2025-08-01,10025,736105.960224
CIF-CAD-EQ-01,2025-08-01,10049,134520.106497
CIF-CAD-EQ-01,2025-08-01,10007,725850.07461
CIF-CAD-EQ-01,2025-08-01,10052,158426.68075
CIF-CAD-EQ-01,2025-08-01,10022,89671.790228
CIF-CAD-EQ-01,2025-08-01,10019,297374.400672
CIF-CAD-EQ-01,2025-08-01,10043,284372.027264
CIF-CAD-EQ-01,2025-08-01,10056,74478.789944
CIF-CAD-EQ-01,2025-08-01,10014,88772.731275
CIF-CAD-EQ-01,2025-08-04,10016,65193.865295
CIF-CAD-EQ-01,2025-08-04,10004,330342.325164
CIF-CAD-EQ-01,2025-08-04,10034,60990.155421
CIF-CAD-EQ-01,2025-08-04,10028,325950.247191
CIF-CAD-EQ-01,2025-08-04,10037,162378.050092
CIF-CAD-EQ-01,2025-08-04,10031,137027.817215
CIF-CAD-EQ-01,2025-08-04,10040,51316.595169
CIF-CAD-EQ-01,2025-08-04,10013,435689.815378
CIF-CAD-EQ-01,2025-08-04,10001,350023.341949
CIF-CAD-EQ-01,2025-08-04,10010,71368.010084
CIF-CAD-EQ-01,2025-08-04,10025,736105.960224
CIF-CAD-EQ-01,2025-08-04,10049,134520.106497
CIF-CAD-EQ-01,2025-08-04,10007,725850.07461
CIF-CAD-EQ-01,2025-08-04,10052,158426.68075
CIF-CAD-EQ-01,2025-08-04,10022,89671.790228
CIF-CAD-EQ-01,2025-08-04,10019,297374.400672
CIF-CAD-EQ-01,2025-08-04,10043,284372.027264
CIF-CAD-EQ-01,2025-08-04,10056,74478.789944
CIF-CAD-EQ-01,2025-08-04,10014,88772.731275
CIF-CAD-EQ-01,2025-08-05,10016,65193.865295
CIF-CAD-EQ-01,2025-08-05,10004,330342.325164
CIF-CAD-EQ-01,2025-08-05,10034,60990.155421
CIF-CAD-EQ-01,2025-08-05,10028,325950.247191
CIF-CAD-EQ-01,2025-08-05,10037,162378.050092
CIF-CAD-EQ-01,2025-08-05,10031,137027.817215
CIF-CAD-EQ-01,2025-08-05,10040,51316.595169
CIF-CAD-EQ-01,2025-08-05,10013,435689.815378
CIF-CAD-EQ-01,2025-08-05,10001,350023.341949
CIF-CAD-EQ-01,2025-08-05,10010,71368.010084
CIF-CAD-EQ-01,2025-08-05,10025,736105.960224
CIF-CAD-EQ-01,2025-08-05,10049,134520.106497
CIF-CAD-EQ-01,2025-08-05,10007,725850.07461
CIF-CAD-EQ-01,2025-08-05,10052,158426.68075
CIF-CAD-EQ-01,2025-08-05,10022,89671.790228
CIF-CAD-EQ-01,2025-08-05,10019,297374.400672
CIF-CAD-EQ-01,2025-08-05,10043,284372.027264
CIF-CAD-EQ-01,2025-08-05,10056,74478.789944
CIF-CAD-EQ-01,2025-08-05,10014,88772.731275
CIF-CAD-EQ-01,2025-08-06,10016,65193.865295
CIF-CAD-EQ-01,2025-08-06,10004,330342.325164
CIF-CAD-EQ-01,2025-08-06,10034,60990.155421
CIF-CAD-EQ-01,2025-08-06,10028,325950.247191
CIF-CAD-EQ-01,2025-08-06,10037,162378.050092
CIF-CAD-EQ-01,2025-08-06,10031,137027.817215
CIF-CAD-EQ-01,2025-08-06,10040,51316.595169
CIF-CAD-EQ-01,2025-08-06,10013,435689.815378
CIF-CAD-EQ-01,2025-08-06,10001,350023.341949
CIF-CAD-EQ-01,2025-08-06,10010,71368.010084
CIF-CAD-EQ-01,2025-08-06,10025,736105.960224
CIF-CAD-EQ-01,2025-08-06,10049,134520.106497
CIF-CAD-EQ-01,2025-08-06,10007,725850.07461
CIF-CAD-EQ-01,2025-08-06,10052,158426.68075
CIF-CAD-EQ-01,2025-08-06,10022,89671.790228
CIF-CAD-EQ-01,2025-08-06,10019,297374.400672
CIF-CAD-EQ-01,2025-08-06,10043,284372.027264
CIF-CAD-EQ-01,2025-08-06,10056,74478.789944
CIF-CAD-EQ-01,2025-08-06,10014,88772.731275
CIF-CAD-EQ-01,2025-08-07,10016,65193.865295
CIF-CAD-EQ-01,2025-08-07,10004,330342.325164
CIF-CAD-EQ-01,2025-08-07,10034,60990.155421
CIF-CAD-EQ-01,2025-08-07,10028,325950.247191
CIF-CAD-EQ-01,2025-08-07,10037,162378.050092
CIF-CAD-EQ-01,2025-08-07,10031,137027.817215
CIF-CAD-EQ-01,2025-08-07,10040,51316.595169
CIF-CAD-EQ-01,2025-08-07,10013,435689.815378
CIF-CAD-EQ-01,2025-08-07,10001,350023.341949
CIF-CAD-EQ-01,2025-08-07,10010,71368.010084
CIF-CAD-EQ-01,2025-08-07,10025,736105.960224
CIF-CAD-EQ-01,2025-08-07,10049,134520.106497
CIF-CAD-EQ-01,2025-08-07,10007,725850.07461
CIF-CAD-EQ-01,2025-08-07,10052,158426.68075
CIF-CAD-EQ-01,2025-08-07,10022,89671.790228
CIF-CAD-EQ-01,2025-08-07,10019,297374.400672
CIF-CAD-EQ-01,2025-08-07,10043,284372.027264
CIF-CAD-EQ-01,2025-08-07,10056,74478.789944
CIF-CAD-EQ-01,2025-08-07,10014,88772.731275
CIF-CAD-EQ-01,2025-08-08,10016,65193.865295
CIF-CAD-EQ-01,2025-08-08,10004,330342.325164
CIF-CAD-EQ-01,2025-08-08,10034,60990.155421
CIF-CAD-EQ-01,2025-08-08,10028,325950.247191
CIF-CAD-EQ-01,2025-08-08,10037,162378.050092
CIF-CAD-EQ-01,2025-08-08,10031,137027.817215
CIF-CAD-EQ-01,2025-08-08,10040,51316.595169
CIF-CAD-EQ-01,2025-08-08,10013,435689.815378
CIF-CAD-EQ-01,2025-08-08,10001,350023.341949
CIF-CAD-EQ-01,2025-08-08,10010,71368.010084
CIF-CAD-EQ-01,2025-08-08,10025,736105.960224
CIF-CAD-EQ-01,2025-08-08,10049,134520.106497
CIF-CAD-EQ-01,2025-08-08,10007,725850.07461
CIF-CAD-EQ-01,2025-08-08,10052,158426.68075
CIF-CAD-EQ-01,2025-08-08,10022,89671.790228
CIF-CAD-EQ-01,2025-08-08,10019,297374.400672
CIF-CAD-EQ-01,2025-08-08,10043,284372.027264
CIF-CAD-EQ-01,2025-08-08,10056,74478.789944
CIF-CAD-EQ-01,2025-08-08,10014,88772.731275
CIF-CAD-EQ-01,2025-08-11,10016,65193.865295
CIF-CAD-EQ-01,2025-08-11,10004,330342.325164
CIF-CAD-EQ-01,2025-08-11,10034,60990.155421
CIF-CAD-EQ-01,2025-08-11,10028,325950.247191
CIF-CAD-EQ-01,2025-08-11,10037,162378.050092
CIF-CAD-EQ-01,2025-08-11,10031,137027.817215
CIF-CAD-EQ-01,2025-08-11,10040,51316.595169
CIF-CAD-EQ-01,2025-08-11,10013,435689.815378
CIF-CAD-EQ-01,2025-08-11,10001,350023.341949
CIF-CAD-EQ-01,2025-08-11,10010,71368.010084
CIF-CAD-EQ-01,2025-08-11,10025,736105.960224
CIF-CAD-EQ-01,2025-08-11,10049,134520.106497
CIF-CAD-EQ-01,2025-08-11,10007,725850.07461
CIF-CAD-EQ-01,2025-08-11,10052,158426.68075
CIF-CAD-EQ-01,2025-08-11,10022,89671.790228
CIF-CAD-EQ-01,2025-08-11,10019,297374.400672
CIF-CAD-EQ-01,2025-08-11,10043,284372.027264
CIF-CAD-EQ-01,2025-08-11,10056,74478.789944
CIF-CAD-EQ-01,2025-08-11,10014,88772.731275
CIF-CAD-EQ-01,2025-08-12,10016,65193.865295
CIF-CAD-EQ-01,2025-08-12,10004,330342.325164
CIF-CAD-EQ-01,2025-08-12,10034,60990.155421
CIF-CAD-EQ-01,2025-08-12,10028,325950.247191
CIF-CAD-EQ-01,2025-08-12,10037,162378.050092
CIF-CAD-EQ-01,2025-08-12,10031,137027.817215
CIF-CAD-EQ-01,2025-08-12,10040,51316.595169
CIF-CAD-EQ-01,2025-08-12,10013,435689.815378
CIF-CAD-EQ-01,2025-08-12,10001,350023.341949
CIF-CAD-EQ-01,2025-08-12,10010,71368.010084
CIF-CAD-EQ-01,2025-08-12,10025,736105.960224
CIF-CAD-EQ-01,2025-08-12,10049,134520.106497
CIF-CAD-EQ-01,2025-08-12,10007,725850.07461
CIF-CAD-EQ-01,2025-08-12,10052,158426.68075
CIF-CAD-EQ-01,2025-08-12,10022,89671.790228
CIF-CAD-EQ-01,2025-08-12,10019,297374.400672
CIF-CAD-EQ-01,2025-08-12,10043,284372.027264
CIF-CAD-EQ-01,2025-08-12,10056,74478.789944
CIF-CAD-EQ-01,2025-08-12,10014,88772.731275
CIF-CAD-EQ-01,2025-08-13,10016,65193.865295
CIF-CAD-EQ-01,2025-08-13,10004,330342.325164
CIF-CAD-EQ-01,2025-08-13,10034,60990.155421
CIF-CAD-EQ-01,2025-08-13,10028,325950.247191
CIF-CAD-EQ-01,2025-08-13,10037,162378.050092
CIF-CAD-EQ-01,2025-08-13,10031,137027.817215
CIF-CAD-EQ-01,2025-08-13,10040,51316.595169
CIF-CAD-EQ-01,2025-08-13,10013,435689.815378
CIF-CAD-EQ-01,2025-08-13,10001,350023.341949
CIF-CAD-EQ-01,2025-08-13,10010,71368.010084
CIF-CAD-EQ-01,2025-08-13,10025,736105.960224
CIF-CAD-EQ-01,2025-08-13,10049,134520.106497
CIF-CAD-EQ-01,2025-08-13,10007,725850.07461
CIF-CAD-EQ-01,2025-08-13,10052,158426.68075
CIF-CAD-EQ-01,2025-08-13,10022,89671.790228
CIF-CAD-EQ-01,2025-08-13,10019,297374.400672
CIF-CAD-EQ-01,2025-08-13,10043,284372.027264
CIF-CAD-EQ-01,2025-08-13,10056,74478.789944
CIF-CAD-EQ-01,2025-08-13,10014,88772.731275
CIF-CAD-EQ-01,2025-08-14,10016,65193.865295
CIF-CAD-EQ-01,2025-08-14,10004,330342.325164
CIF-CAD-EQ-01,2025-08-14,10034,60990.155421
CIF-CAD-EQ-01,2025-08-14,10028,325950.247191
CIF-CAD-EQ-01,2025-08-14,10037,162378.050092
CIF-CAD-EQ-01,2025-08-14,10031,137027.817215
CIF-CAD-EQ-01,2025-08-14,10040,51316.595169
